prod_category,prod_subcategory,prod_price,month,week_of_year,is_festival_week,units_sold_last_week,avg_sales_4wk,current_stock,units_sold_next_week
Men,T-Shirt,2999.0,4,17,0,4.79,5.8,6,3.58
Men,T-Shirt,2999.0,4,18,0,3.58,5.4,4,3.65
Men,T-Shirt,2999.0,5,19,0,3.65,5.36,3,4.15
Men,T-Shirt,2999.0,5,20,0,4.15,4.04,8,5.4
Men,T-Shirt,2999.0,5,21,0,5.4,4.19,6,4.67
Men,T-Shirt,2999.0,5,22,0,4.67,4.47,7,3.97
Men,T-Shirt,2999.0,6,23,0,3.97,4.55,2,4.53
Men,T-Shirt,2999.0,6,24,0,4.53,4.64,3,2.67
Men,T-Shirt,2999.0,6,25,0,2.67,3.96,7,3.69
Men,T-Shirt,2999.0,6,26,0,3.69,3.71,6,2.53
Men,T-Shirt,2999.0,7,27,0,2.53,3.35,4,3.68
Kids,T-Shirt,2999.0,7,28,0,2.88,2.88,5,3.07
Kids,T-Shirt,2999.0,7,29,0,3.07,2.93,2,2.5
Kids,T-Shirt,2999.0,7,30,0,2.5,2.83,3,2.42
Kids,T-Shirt,2999.0,8,31,0,2.42,2.72,4,2.57
Kids,T-Shirt,2999.0,8,32,0,2.57,2.64,3,2.36
Kids,T-Shirt,2999.0,8,33,1,2.36,2.46,3,4.72
Kids,T-Shirt,2999.0,8,34,0,4.72,3.02,5,2.84
Kids,T-Shirt,2999.0,8,35,0,2.84,3.12,6,2.66
Kids,T-Shirt,2999.0,9,36,1,2.66,3.14,3,4.97
Kids,T-Shirt,2999.0,9,37,0,4.97,3.8,7,1.82
Kids,T-Shirt,2999.0,9,38,0,1.82,3.07,5,2.5
Kids,T-Shirt,2999.0,9,39,0,2.5,2.99,5,2.28
Kids,T-Shirt,2999.0,10,40,0,2.28,2.89,4,1.3
Kids,T-Shirt,2999.0,10,41,1,1.3,1.98,2,4.32
Kids,T-Shirt,2999.0,10,42,0,4.32,2.6,2,2.22
Kids,T-Shirt,2999.0,10,43,1,2.22,2.53,4,5.66
Kids,T-Shirt,2999.0,10,44,1,5.66,3.38,6,5.44
Kids,T-Shirt,2999.0,11,45,1,5.44,4.41,3,4.62
Kids,T-Shirt,2999.0,11,46,0,4.62,4.49,6,3.07
Kids,T-Shirt,2999.0,11,47,0,3.07,4.7,6,2.84
Kids,T-Shirt,2999.0,11,48,0,2.84,3.99,7,2.3
Kids,T-Shirt,2999.0,12,49,0,2.3,3.21,2,2.34
Kids,T-Shirt,2999.0,12,50,0,2.34,2.64,5,2.76
Kids,T-Shirt,2999.0,12,51,1,2.76,2.56,5,6.8
Kids,T-Shirt,2999.0,12,52,1,6.8,3.55,4,4.88
Kids,T-Shirt,2999.0,1,1,0,4.88,4.2,3,3.66
Kids,T-Shirt,2999.0,1,2,1,3.66,4.53,8,6.09
Kids,T-Shirt,2999.0,1,3,0,6.09,5.36,5,2.63
Kids,T-Shirt,2999.0,1,4,0,2.63,4.32,8,3.77
Kids,T-Shirt,2999.0,1,5,0,3.77,4.04,3,2.16
Kids,T-Shirt,2999.0,2,6,0,2.16,3.67,2,3.31
Kids,T-Shirt,2999.0,2,7,0,3.31,2.97,4,3.22
Kids,T-Shirt,2999.0,2,8,0,3.22,3.12,4,2.68
Kids,T-Shirt,2999.0,2,9,0,2.68,2.84,5,4.14
Kids,T-Shirt,2999.0,3,10,1,4.14,3.34,4,6.3
Kids,T-Shirt,2999.0,3,11,0,6.3,4.09,5,3.11
Kids,T-Shirt,2999.0,3,12,0,3.11,4.06,8,3.85
Kids,T-Shirt,2999.0,3,13,0,3.85,4.35,4,3.53
Kids,T-Shirt,2999.0,4,14,0,3.53,4.2,8,3.01
Kids,T-Shirt,2999.0,4,15,1,3.01,3.37,4,6.38
Kids,T-Shirt,2999.0,4,16,0,6.38,4.19,5,4.15
Kids,T-Shirt,2999.0,4,17,0,4.15,4.27,3,3.3
Kids,T-Shirt,2999.0,5,18,0,3.3,4.21,7,4.4
Kids,T-Shirt,2999.0,5,19,0,4.4,4.56,7,2.86
Kids,T-Shirt,2999.0,5,20,0,2.86,3.68,6,3.12
Kids,T-Shirt,2999.0,5,21,0,3.12,3.42,6,2.91
Kids,T-Shirt,2999.0,5,22,0,2.91,3.32,2,3.53
Kids,T-Shirt,2999.0,6,23,0,3.53,3.11,4,4.11
Kids,T-Shirt,2999.0,6,24,0,4.11,3.42,4,3.1
Kids,T-Shirt,2999.0,6,25,0,3.1,3.41,6,3.11
Kids,T-Shirt,2999.0,6,26,0,3.11,3.46,4,2.75
Kids,T-Shirt,2999.0,7,27,0,2.75,3.27,4,2.28
Kids,T-Shirt,2999.0,7,28,0,2.28,2.81,2,2.7
Kids,T-Shirt,2999.0,7,29,0,2.7,2.71,5,2.91
Kids,T-Shirt,2999.0,7,30,0,2.91,2.66,3,2.44
Kids,T-Shirt,2999.0,7,31,0,2.44,2.58,5,2.1
Kids,T-Shirt,2999.0,8,32,0,2.1,2.54,3,1.63
Kids,T-Shirt,2999.0,8,33,1,1.63,2.27,4,6.18
Kids,T-Shirt,2999.0,8,34,0,6.18,3.09,5,2.29
Kids,T-Shirt,2999.0,8,35,0,2.29,3.05,5,2.54
Kids,T-Shirt,2999.0,9,36,1,2.54,3.16,4,5.49
Kids,T-Shirt,2999.0,9,37,0,5.49,4.12,6,2.79
Kids,T-Shirt,2999.0,9,38,0,2.79,3.28,3,2.12
Kids,T-Shirt,2999.0,9,39,0,2.12,3.23,3,2.43
Kids,T-Shirt,2999.0,10,40,0,2.43,3.21,4,2.47
Kids,T-Shirt,2999.0,10,41,1,2.47,2.45,4,5.24
Kids,T-Shirt,2999.0,10,42,0,5.24,3.07,2,2.49
Kids,T-Shirt,2999.0,10,43,1,2.49,3.16,4,4.86
Kids,T-Shirt,2999.0,10,44,1,4.86,3.76,4,4.08
Kids,T-Shirt,2999.0,11,45,1,4.08,4.17,5,5.31
Kids,T-Shirt,2999.0,11,46,0,5.31,4.18,5,2.44
Kids,T-Shirt,2999.0,11,47,0,2.44,4.17,5,3.05
Kids,T-Shirt,2999.0,11,48,0,3.05,3.72,3,2.82
Kids,T-Shirt,2999.0,12,49,0,2.82,3.41,4,1.9
Kids,T-Shirt,2999.0,12,50,0,1.9,2.56,2,2.28
Kids,T-Shirt,2999.0,12,51,0,2.28,2.51,2,2.59
Kids,T-Shirt,2999.0,12,52,1,2.59,2.4,4,5.59
Kids,T-Shirt,2999.0,1,1,0,5.59,3.09,5,3.86
Kids,T-Shirt,2999.0,1,2,1,3.86,3.58,6,6.63
Kids,T-Shirt,2999.0,1,3,1,6.63,4.66,7,5.42
Kids,T-Shirt,2999.0,1,4,0,5.42,5.37,8,3.48
Kids,T-Shirt,2999.0,1,5,0,3.48,4.84,6,3.25
Kids,T-Shirt,2999.0,2,6,0,3.25,4.69,3,3.62
Kids,T-Shirt,2999.0,2,7,0,3.62,3.94,5,3.11
Kids,T-Shirt,2999.0,2,8,0,3.11,3.36,5,4.48
Kids,T-Shirt,2999.0,2,9,0,4.48,3.62,5,4.17
Kids,T-Shirt,2999.0,3,10,1,4.17,3.85,6,7.43
Kids,T-Shirt,2999.0,3,11,0,7.43,4.8,9,3.2
Kids,T-Shirt,2999.0,3,12,0,3.2,4.82,8,3.87
Kids,T-Shirt,2999.0,3,13,0,3.87,4.67,5,2.74
Kids,T-Shirt,2999.0,4,14,0,2.74,4.31,6,4.33
Kids,T-Shirt,2999.0,4,15,1,4.33,3.54,5,8.37
Kids,T-Shirt,2999.0,4,16,0,8.37,4.83,5,3.7
Kids,T-Shirt,2999.0,4,17,0,3.7,4.79,6,2.95
Kids,T-Shirt,2999.0,4,18,0,2.95,4.84,7,3.22
Kids,T-Shirt,2999.0,5,19,0,3.22,4.56,8,2.32
Kids,T-Shirt,2999.0,5,20,0,2.32,3.05,4,2.3
Kids,T-Shirt,2999.0,5,21,0,2.3,2.7,4,3.16
Kids,T-Shirt,2999.0,5,22,0,3.16,2.75,4,2.72
Kids,T-Shirt,2999.0,6,23,0,2.72,2.63,2,2.3
Kids,T-Shirt,2999.0,6,24,0,2.3,2.62,3,2.88
Kids,T-Shirt,2999.0,6,25,0,2.88,2.77,2,2.85
Kids,T-Shirt,2999.0,6,26,0,2.85,2.69,3,2.4
Kids,T-Shirt,2999.0,7,27,0,2.4,2.61,2,3.01
Kids,Ethnic,1999.0,7,28,0,4.8,4.8,7,5.33
Kids,Ethnic,1999.0,7,29,0,5.33,4.93,6,4.77
Kids,Ethnic,1999.0,7,30,0,4.77,4.92,3,4.37
Kids,Ethnic,1999.0,8,31,0,4.37,4.82,3,4.32
Kids,Ethnic,1999.0,8,32,0,4.32,4.7,6,4.04
Kids,Ethnic,1999.0,8,33,1,4.04,4.37,3,7.7
Kids,Ethnic,1999.0,8,34,0,7.7,5.11,9,4.26
Kids,Ethnic,1999.0,8,35,0,4.26,5.08,7,4.23
Kids,Ethnic,1999.0,9,36,1,4.23,5.06,10,7.89
Kids,Ethnic,1999.0,9,37,0,7.89,6.02,11,3.65
Kids,Ethnic,1999.0,9,38,0,3.65,5.0,5,3.32
Kids,Ethnic,1999.0,9,39,0,3.32,4.77,8,2.95
Kids,Ethnic,1999.0,10,40,0,2.95,4.45,7,3.31
Kids,Ethnic,1999.0,10,41,1,3.31,3.31,4,7.23
Kids,Ethnic,1999.0,10,42,0,7.23,4.2,6,3.69
Kids,Ethnic,1999.0,10,43,1,3.69,4.29,5,10.94
Kids,Ethnic,1999.0,10,44,1,10.94,6.29,9,9.02
Kids,Ethnic,1999.0,11,45,1,9.02,7.72,11,8.52
Kids,Ethnic,1999.0,11,46,0,8.52,8.04,6,4.51
Kids,Ethnic,1999.0,11,47,0,4.51,8.25,8,5.66
Kids,Ethnic,1999.0,11,48,0,5.66,6.93,8,3.86
Kids,Ethnic,1999.0,12,49,0,3.86,5.64,9,5.56
Kids,Ethnic,1999.0,12,50,0,5.56,4.9,5,2.92
Kids,Ethnic,1999.0,12,51,1,2.92,4.5,3,8.95
Kids,Ethnic,1999.0,12,52,1,8.95,5.32,6,7.97
Kids,Ethnic,1999.0,1,1,0,7.97,6.35,10,3.67
Kids,Ethnic,1999.0,1,2,1,3.67,5.88,9,11.99
Kids,Ethnic,1999.0,1,3,0,11.99,8.15,6,4.89
Kids,Ethnic,1999.0,1,4,0,4.89,7.13,14,4.87
Kids,Ethnic,1999.0,1,5,0,4.87,6.35,12,5.11
Kids,Ethnic,1999.0,2,6,0,5.11,6.72,13,5.49
Kids,Ethnic,1999.0,2,7,0,5.49,5.09,8,4.79
Kids,Ethnic,1999.0,2,8,0,4.79,5.06,5,4.19
Kids,Ethnic,1999.0,2,9,0,4.19,4.9,8,5.56
Kids,Ethnic,1999.0,3,10,1,5.56,5.01,3,11.59
Kids,Ethnic,1999.0,3,11,0,11.59,6.53,12,7.0
Kids,Ethnic,1999.0,3,12,0,7.0,7.09,4,5.66
Kids,Ethnic,1999.0,3,13,0,5.66,7.45,10,5.83
Kids,Ethnic,1999.0,4,14,0,5.83,7.52,5,4.9
Kids,Ethnic,1999.0,4,15,1,4.9,5.85,11,9.79
Kids,Ethnic,1999.0,4,16,0,9.79,6.55,6,6.04
Kids,Ethnic,1999.0,4,17,0,6.04,6.64,12,6.33
Kids,Ethnic,1999.0,5,18,0,6.33,6.77,8,6.56
Kids,Ethnic,1999.0,5,19,0,6.56,7.18,9,5.83
Kids,Ethnic,1999.0,5,20,0,5.83,6.19,8,4.83
Kids,Ethnic,1999.0,5,21,0,4.83,5.89,11,4.18
Kids,Ethnic,1999.0,5,22,0,4.18,5.35,3,4.47
Kids,Ethnic,1999.0,6,23,0,4.47,4.83,9,5.46
Kids,Ethnic,1999.0,6,24,0,5.46,4.73,8,4.02
Kids,Ethnic,1999.0,6,25,0,4.02,4.53,9,4.22
Kids,Ethnic,1999.0,6,26,0,4.22,4.54,5,4.37
Kids,Ethnic,1999.0,7,27,0,4.37,4.52,7,5.16
Kids,Ethnic,1999.0,7,28,0,5.16,4.44,3,5.58
Kids,Ethnic,1999.0,7,29,0,5.58,4.83,4,4.58
Kids,Ethnic,1999.0,7,30,0,4.58,4.92,2,4.59
Kids,Ethnic,1999.0,7,31,0,4.59,4.98,5,4.29
Kids,Ethnic,1999.0,8,32,0,4.29,4.76,4,4.11
Kids,Ethnic,1999.0,8,33,1,4.11,4.39,7,8.84
Kids,Ethnic,1999.0,8,34,0,8.84,5.46,10,3.95
Kids,Ethnic,1999.0,8,35,0,3.95,5.3,4,5.0
Kids,Ethnic,1999.0,9,36,1,5.0,5.47,6,8.09
Kids,Ethnic,1999.0,9,37,0,8.09,6.47,11,4.06
Kids,Ethnic,1999.0,9,38,0,4.06,5.28,6,3.84
Kids,Ethnic,1999.0,9,39,0,3.84,5.25,7,4.32
Kids,Ethnic,1999.0,10,40,0,4.32,5.08,3,3.42
Kids,Ethnic,1999.0,10,41,1,3.42,3.91,5,6.55
Kids,Ethnic,1999.0,10,42,0,6.55,4.53,7,4.26
Kids,Ethnic,1999.0,10,43,1,4.26,4.63,7,8.02
Kids,Ethnic,1999.0,10,44,1,8.02,5.56,11,8.72
Kids,Ethnic,1999.0,11,45,1,8.72,6.89,13,7.64
Kids,Ethnic,1999.0,11,46,0,7.64,7.16,10,4.16
Kids,Ethnic,1999.0,11,47,0,4.16,7.14,7,3.89
Kids,Ethnic,1999.0,11,48,0,3.89,6.1,6,4.22
Kids,Ethnic,1999.0,12,49,0,4.22,4.97,9,3.38
Kids,Ethnic,1999.0,12,50,0,3.38,3.91,6,3.09
Kids,Ethnic,1999.0,12,51,0,3.09,3.65,2,3.64
Kids,Ethnic,1999.0,12,52,1,3.64,3.58,4,10.51
Kids,Ethnic,1999.0,1,1,0,10.51,5.16,10,5.36
Kids,Ethnic,1999.0,1,2,1,5.36,5.65,11,12.41
Kids,Ethnic,1999.0,1,3,1,12.41,7.98,12,11.15
Kids,Ethnic,1999.0,1,4,0,11.15,9.86,16,4.85
Kids,Ethnic,1999.0,1,5,0,4.85,8.44,16,5.21
Kids,Ethnic,1999.0,2,6,0,5.21,8.41,11,3.68
Kids,Ethnic,1999.0,2,7,0,3.68,6.22,10,5.13
Kids,Ethnic,1999.0,2,8,0,5.13,4.72,3,5.62
Kids,Ethnic,1999.0,2,9,0,5.62,4.91,7,6.44
Kids,Ethnic,1999.0,3,10,1,6.44,5.22,3,11.35
Kids,Ethnic,1999.0,3,11,0,11.35,7.13,10,4.73
Kids,Ethnic,1999.0,3,12,0,4.73,7.03,12,6.53
Kids,Ethnic,1999.0,3,13,0,6.53,7.26,15,5.31
Kids,Ethnic,1999.0,4,14,0,5.31,6.98,5,5.05
Kids,Ethnic,1999.0,4,15,1,5.05,5.41,8,11.31
Kids,Ethnic,1999.0,4,16,0,11.31,7.05,8,5.28
Kids,Ethnic,1999.0,4,17,0,5.28,6.74,9,5.78
Kids,Ethnic,1999.0,4,18,0,5.78,6.86,5,6.17
Kids,Ethnic,1999.0,5,19,0,6.17,7.13,6,5.26
Kids,Ethnic,1999.0,5,20,0,5.26,5.62,9,5.21
Kids,Ethnic,1999.0,5,21,0,5.21,5.61,6,5.93
Kids,Ethnic,1999.0,5,22,0,5.93,5.64,10,5.84
Kids,Ethnic,1999.0,6,23,0,5.84,5.56,3,5.39
Kids,Ethnic,1999.0,6,24,0,5.39,5.59,6,5.0
Kids,Ethnic,1999.0,6,25,0,5.0,5.54,8,5.92
Kids,Ethnic,1999.0,6,26,0,5.92,5.54,6,4.39
Kids,Ethnic,1999.0,7,27,0,4.39,5.18,9,5.25
Newborn,Onesie,1299.0,7,28,0,3.3,3.3,4,2.83
Newborn,Onesie,1299.0,7,29,0,2.83,3.18,5,3.14
Newborn,Onesie,1299.0,7,30,0,3.14,3.14,4,2.46
Newborn,Onesie,1299.0,8,31,0,2.46,2.93,6,3.01
Newborn,Onesie,1299.0,8,32,0,3.01,2.86,5,3.44
Newborn,Onesie,1299.0,8,33,1,3.44,3.01,2,6.4
Newborn,Onesie,1299.0,8,34,0,6.4,3.83,3,2.01
Newborn,Onesie,1299.0,8,35,0,2.01,3.72,3,3.23
Newborn,Onesie,1299.0,9,36,1,3.23,3.77,4,4.95
Newborn,Onesie,1299.0,9,37,0,4.95,4.15,4,2.85
Newborn,Onesie,1299.0,9,38,0,2.85,3.26,5,2.63
Newborn,Onesie,1299.0,9,39,0,2.63,3.42,2,2.39
Newborn,Onesie,1299.0,10,40,0,2.39,3.21,4,2.77
Newborn,Onesie,1299.0,10,41,1,2.77,2.66,4,4.83
Newborn,Onesie,1299.0,10,42,0,4.83,3.16,4,2.94
Newborn,Onesie,1299.0,10,43,1,2.94,3.23,5,4.9
Newborn,Onesie,1299.0,10,44,1,4.9,3.86,2,4.88
Newborn,Onesie,1299.0,11,45,1,4.88,4.39,6,6.14
Newborn,Onesie,1299.0,11,46,0,6.14,4.72,7,3.76
Newborn,Onesie,1299.0,11,47,0,3.76,4.92,6,3.31
Newborn,Onesie,1299.0,11,48,0,3.31,4.53,6,3.31
Newborn,Onesie,1299.0,12,49,0,3.31,4.13,6,3.02
Newborn,Onesie,1299.0,12,50,0,3.02,3.35,2,3.38
Newborn,Onesie,1299.0,12,51,1,3.38,3.26,4,5.98
Newborn,Onesie,1299.0,12,52,1,5.98,3.93,4,7.91
Newborn,Onesie,1299.0,1,1,0,7.91,5.08,8,2.52
Newborn,Onesie,1299.0,1,2,1,2.52,4.95,9,6.74
Newborn,Onesie,1299.0,1,3,0,6.74,5.79,5,3.33
Newborn,Onesie,1299.0,1,4,0,3.33,5.13,10,3.55
Newborn,Onesie,1299.0,1,5,0,3.55,4.04,2,3.26
Newborn,Onesie,1299.0,2,6,0,3.26,4.22,4,3.78
Newborn,Onesie,1299.0,2,7,0,3.78,3.48,4,3.36
Newborn,Onesie,1299.0,2,8,0,3.36,3.49,6,3.55
Newborn,Onesie,1299.0,2,9,0,3.55,3.49,4,4.14
Newborn,Onesie,1299.0,3,10,1,4.14,3.71,6,10.84
Newborn,Onesie,1299.0,3,11,0,10.84,5.47,5,3.65
Newborn,Onesie,1299.0,3,12,0,3.65,5.55,4,4.14
Newborn,Onesie,1299.0,3,13,0,4.14,5.69,3,4.63
Newborn,Onesie,1299.0,4,14,0,4.63,5.82,11,4.2
Newborn,Onesie,1299.0,4,15,1,4.2,4.16,4,7.67
Newborn,Onesie,1299.0,4,16,0,7.67,5.16,8,3.81
Newborn,Onesie,1299.0,4,17,0,3.81,5.08,5,4.63
Newborn,Onesie,1299.0,5,18,0,4.63,5.08,3,2.79
Newborn,Onesie,1299.0,5,19,0,2.79,4.72,3,3.92
Newborn,Onesie,1299.0,5,20,0,3.92,3.78,4,3.59
Newborn,Onesie,1299.0,5,21,0,3.59,3.73,4,2.88
Newborn,Onesie,1299.0,5,22,0,2.88,3.29,2,3.68
Newborn,Onesie,1299.0,6,23,0,3.68,3.52,6,3.27
Newborn,Onesie,1299.0,6,24,0,3.27,3.36,5,2.97
Newborn,Onesie,1299.0,6,25,0,2.97,3.2,3,4.14
Newborn,Onesie,1299.0,6,26,0,4.14,3.51,6,2.91
Newborn,Onesie,1299.0,7,27,0,2.91,3.32,3,2.73
Newborn,Onesie,1299.0,7,28,0,2.73,3.19,3,2.54
Newborn,Onesie,1299.0,7,29,0,2.54,3.08,3,3.26
Newborn,Onesie,1299.0,7,30,0,3.26,2.86,5,3.23
Newborn,Onesie,1299.0,7,31,0,3.23,2.94,2,3.95
Newborn,Onesie,1299.0,8,32,0,3.95,3.25,3,2.78
Newborn,Onesie,1299.0,8,33,1,2.78,3.31,5,5.3
Newborn,Onesie,1299.0,8,34,0,5.3,3.81,5,2.31
Newborn,Onesie,1299.0,8,35,0,2.31,3.58,6,2.94
Newborn,Onesie,1299.0,9,36,1,2.94,3.33,5,4.27
Newborn,Onesie,1299.0,9,37,0,4.27,3.7,5,2.43
Newborn,Onesie,1299.0,9,38,0,2.43,2.99,4,2.75
Newborn,Onesie,1299.0,9,39,0,2.75,3.1,5,2.41
Newborn,Onesie,1299.0,10,40,0,2.41,2.97,4,2.4
Newborn,Onesie,1299.0,10,41,1,2.4,2.5,3,4.68
Newborn,Onesie,1299.0,10,42,0,4.68,3.06,4,3.23
Newborn,Onesie,1299.0,10,43,1,3.23,3.18,5,4.85
Newborn,Onesie,1299.0,10,44,1,4.85,3.79,5,5.83
Newborn,Onesie,1299.0,11,45,1,5.83,4.65,3,4.93
Newborn,Onesie,1299.0,11,46,0,4.93,4.71,9,1.98
Newborn,Onesie,1299.0,11,47,0,1.98,4.4,8,2.66
Newborn,Onesie,1299.0,11,48,0,2.66,3.85,7,2.94
Newborn,Onesie,1299.0,12,49,0,2.94,3.13,3,3.59
Newborn,Onesie,1299.0,12,50,0,3.59,2.79,2,2.13
Newborn,Onesie,1299.0,12,51,0,2.13,2.83,2,3.71
Newborn,Onesie,1299.0,12,52,1,3.71,3.09,5,5.59
Newborn,Onesie,1299.0,1,1,0,5.59,3.75,7,3.38
Newborn,Onesie,1299.0,1,2,1,3.38,3.7,6,6.67
Newborn,Onesie,1299.0,1,3,1,6.67,4.84,4,5.65
Newborn,Onesie,1299.0,1,4,0,5.65,5.32,8,3.23
Newborn,Onesie,1299.0,1,5,0,3.23,4.73,4,3.56
Newborn,Onesie,1299.0,2,6,0,3.56,4.78,7,2.95
Newborn,Onesie,1299.0,2,7,0,2.95,3.85,4,4.26
Newborn,Onesie,1299.0,2,8,0,4.26,3.5,4,3.81
Newborn,Onesie,1299.0,2,9,0,3.81,3.65,6,3.53
Newborn,Onesie,1299.0,3,10,1,3.53,3.64,4,7.36
Newborn,Onesie,1299.0,3,11,0,7.36,4.74,6,4.45
Newborn,Onesie,1299.0,3,12,0,4.45,4.79,6,4.63
Newborn,Onesie,1299.0,3,13,0,4.63,4.99,9,3.46
Newborn,Onesie,1299.0,4,14,0,3.46,4.97,4,3.27
Newborn,Onesie,1299.0,4,15,1,3.27,3.95,4,8.63
Newborn,Onesie,1299.0,4,16,0,8.63,5.0,4,3.32
Newborn,Onesie,1299.0,4,17,0,3.32,4.67,9,2.9
Newborn,Onesie,1299.0,4,18,0,2.9,4.53,2,4.12
Newborn,Onesie,1299.0,5,19,0,4.12,4.74,5,3.3
Newborn,Onesie,1299.0,5,20,0,3.3,3.41,4,3.25
Newborn,Onesie,1299.0,5,21,0,3.25,3.39,5,2.88
Newborn,Onesie,1299.0,5,22,0,2.88,3.39,6,4.67
Newborn,Onesie,1299.0,6,23,0,4.67,3.53,6,4.23
Newborn,Onesie,1299.0,6,24,0,4.23,3.76,7,3.36
Newborn,Onesie,1299.0,6,25,0,3.36,3.79,7,3.55
Newborn,Onesie,1299.0,6,26,0,3.55,3.95,3,3.45
Newborn,Onesie,1299.0,7,27,0,3.45,3.65,6,4.21
Kids,T-Shirt,2999.0,7,28,0,2.88,2.88,4,2.92
Kids,T-Shirt,2999.0,7,29,0,2.92,2.89,2,3.04
Kids,T-Shirt,2999.0,7,30,0,3.04,2.93,2,3.18
Kids,T-Shirt,2999.0,8,31,0,3.18,3.0,4,2.25
Kids,T-Shirt,2999.0,8,32,0,2.25,2.85,2,2.25
Kids,T-Shirt,2999.0,8,33,1,2.25,2.68,5,5.81
Kids,T-Shirt,2999.0,8,34,0,5.81,3.37,5,2.3
Kids,T-Shirt,2999.0,8,35,0,2.3,3.15,5,2.04
Kids,T-Shirt,2999.0,9,36,1,2.04,3.1,4,4.78
Kids,T-Shirt,2999.0,9,37,0,4.78,3.73,7,2.72
Kids,T-Shirt,2999.0,9,38,0,2.72,2.96,3,3.0
Kids,T-Shirt,2999.0,9,39,0,3.0,3.13,3,2.85
Kids,T-Shirt,2999.0,10,40,0,2.85,3.34,3,1.53
Kids,T-Shirt,2999.0,10,41,1,1.53,2.53,5,4.4
Kids,T-Shirt,2999.0,10,42,0,4.4,2.94,3,1.91
Kids,T-Shirt,2999.0,10,43,1,1.91,2.67,4,4.13
Kids,T-Shirt,2999.0,10,44,1,4.13,2.99,6,4.86
Kids,T-Shirt,2999.0,11,45,1,4.86,3.83,3,4.94
Kids,T-Shirt,2999.0,11,46,0,4.94,3.96,4,1.64
Kids,T-Shirt,2999.0,11,47,0,1.64,3.89,6,2.22
Kids,T-Shirt,2999.0,11,48,0,2.22,3.42,4,3.22
Kids,T-Shirt,2999.0,12,49,0,3.22,3.01,3,2.08
Kids,T-Shirt,2999.0,12,50,0,2.08,2.29,3,3.16
Kids,T-Shirt,2999.0,12,51,1,3.16,2.67,5,5.09
Kids,T-Shirt,2999.0,12,52,1,5.09,3.39,3,5.63
Kids,T-Shirt,2999.0,1,1,0,5.63,3.99,6,3.45
Kids,T-Shirt,2999.0,1,2,1,3.45,4.33,4,5.69
Kids,T-Shirt,2999.0,1,3,0,5.69,4.97,7,3.83
Kids,T-Shirt,2999.0,1,4,0,3.83,4.65,4,2.43
Kids,T-Shirt,2999.0,1,5,0,2.43,3.85,6,3.59
Kids,T-Shirt,2999.0,2,6,0,3.59,3.89,6,3.58
Kids,T-Shirt,2999.0,2,7,0,3.58,3.36,5,4.06
Kids,T-Shirt,2999.0,2,8,0,4.06,3.42,4,3.6
Kids,T-Shirt,2999.0,2,9,0,3.6,3.71,2,3.27
Kids,T-Shirt,2999.0,3,10,1,3.27,3.63,4,5.9
Kids,T-Shirt,2999.0,3,11,0,5.9,4.21,6,3.24
Kids,T-Shirt,2999.0,3,12,0,3.24,4.0,4,2.65
Kids,T-Shirt,2999.0,3,13,0,2.65,3.77,5,3.88
Kids,T-Shirt,2999.0,4,14,0,3.88,3.92,3,3.42
Kids,T-Shirt,2999.0,4,15,1,3.42,3.3,2,6.69
Kids,T-Shirt,2999.0,4,16,0,6.69,4.16,5,3.21
Kids,T-Shirt,2999.0,4,17,0,3.21,4.3,3,3.76
Kids,T-Shirt,2999.0,5,18,0,3.76,4.27,5,3.28
Kids,T-Shirt,2999.0,5,19,0,3.28,4.23,4,3.36
Kids,T-Shirt,2999.0,5,20,0,3.36,3.4,5,3.31
Kids,T-Shirt,2999.0,5,21,0,3.31,3.43,5,3.51
Kids,T-Shirt,2999.0,5,22,0,3.51,3.37,6,3.42
Kids,T-Shirt,2999.0,6,23,0,3.42,3.4,4,3.73
Kids,T-Shirt,2999.0,6,24,0,3.73,3.49,6,3.59
Kids,T-Shirt,2999.0,6,25,0,3.59,3.56,3,2.8
Kids,T-Shirt,2999.0,6,26,0,2.8,3.38,2,3.78
Kids,T-Shirt,2999.0,7,27,0,3.78,3.47,7,3.06
Kids,T-Shirt,2999.0,7,28,0,3.06,3.31,3,3.72
Kids,T-Shirt,2999.0,7,29,0,3.72,3.34,3,2.85
Kids,T-Shirt,2999.0,7,30,0,2.85,3.35,4,2.52
Kids,T-Shirt,2999.0,7,31,0,2.52,3.04,5,2.38
Kids,T-Shirt,2999.0,8,32,0,2.38,2.87,2,1.93
Kids,T-Shirt,2999.0,8,33,1,1.93,2.42,3,5.13
Kids,T-Shirt,2999.0,8,34,0,5.13,2.99,5,2.54
Kids,T-Shirt,2999.0,8,35,0,2.54,2.99,5,2.38
Kids,T-Shirt,2999.0,9,36,1,2.38,3.0,4,4.99
Kids,T-Shirt,2999.0,9,37,0,4.99,3.76,5,1.88
Kids,T-Shirt,2999.0,9,38,0,1.88,2.95,2,2.27
Kids,T-Shirt,2999.0,9,39,0,2.27,2.88,2,1.93
Kids,T-Shirt,2999.0,10,40,0,1.93,2.77,5,2.44
Kids,T-Shirt,2999.0,10,41,1,2.44,2.13,3,4.72
Kids,T-Shirt,2999.0,10,42,0,4.72,2.84,4,2.71
Kids,T-Shirt,2999.0,10,43,1,2.71,2.95,4,4.46
Kids,T-Shirt,2999.0,10,44,1,4.46,3.58,5,5.54
Kids,T-Shirt,2999.0,11,45,1,5.54,4.36,4,4.73
